ubiReg,ubiProv,ubiDis,depa,prov,dist,pobla,idh,esperanza,secundaria,tiempoedu,percapitaf,PPK,FP
120000,120400,120402,JUNIN,JAUJA,ACOLLA,7887,0.3845,71.15,71.08,8.03,361.3,1848,1979
120000,120400,120403,JUNIN,JAUJA,APATA,4564,0.3692,69.26,66.68,7.5,360.2,990,1703
120000,120400,120404,JUNIN,JAUJA,ATAURA,1225,0.5022,70.19,95.45,9.66,605.4,470,397
120000,120400,120405,JUNIN,JAUJA,CANCHAYLLO,1736,0.297,67.14,45.33,7.45,251.5,324,591
120000,120400,120406,JUNIN,JAUJA,CURICACA,1720,0.3999,68,62.52,7.25,484.1,256,547
120000,120400,120407,JUNIN,JAUJA,EL MANTARO,2618,0.4816,74.09,85.48,9.49,529.8,729,792
120000,120400,120408,JUNIN,JAUJA,HUAMALI,1909,0.4261,70.54,83.87,9.01,420.1,514,518
120000,120400,120409,JUNIN,JAUJA,HUARIPAMPA,952,0.4826,72.3,81.82,9.11,576.5,345,301
120000,120400,120410,JUNIN,JAUJA,HUERTAS,1773,0.3873,69.91,65.74,9.03,365.7,561,700
120000,120400,120411,JUNIN,JAUJA,JANJAILLO,800,0.2268,69.78,54.57,5.21,141.5,234,227
120000,120400,120401,JUNIN,JAUJA,JAUJA,15687,0.53,69.53,77.31,10.67,746.7,5868,4165
120000,120400,120412,JUNIN,JAUJA,JULCAN,767,0.386,70.92,53.16,8.48,405.6,383,279
120000,120400,120413,JUNIN,JAUJA,LEONOR ORDONEZ,1583,0.4094,69.57,82.61,8.73,393.7,560,435
120000,120400,120414,JUNIN,JAUJA,LLOCLLAPAMPA,1184,0.3732,67.77,64.32,7.65,384.3,424,473
120000,120400,120415,JUNIN,JAUJA,MARCO,1833,0.313,71.5,86.11,7.51,200.7,549,475
120000,120400,120416,JUNIN,JAUJA,MASMA,2171,0.3111,68.15,68.42,7.44,233,594,674
120000,120400,120417,JUNIN,JAUJA,MASMA CHICCHE,843,0.2937,74.9,51.94,5.22,247.2,179,338
120000,120400,120418,JUNIN,JAUJA,MOLINOS,1686,0.3065,72.78,41.47,6.8,268.1,459,538
120000,120400,120419,JUNIN,JAUJA,MONOBAMBA,1216,0.3568,70.75,41.27,6.48,433.2,188,586
120000,120400,120420,JUNIN,JAUJA,MUQUI,1020,0.427,73.26,84.62,8.58,410.6,311,290
120000,120400,120421,JUNIN,JAUJA,MUQUIYAUYO,2330,0.4553,74.15,59.59,8.6,566.5,802,547
120000,120400,120422,JUNIN,JAUJA,PACA,1131,0.3189,72.05,50.16,6.61,282.3,389,236
120000,120400,120423,JUNIN,JAUJA,PACCHA,1984,0.3531,69.43,62.19,7.38,331.4,646,463
120000,120400,120424,JUNIN,JAUJA,PANCAN,1354,0.4272,67.79,70.83,8.4,504.8,419,418
120000,120400,120425,JUNIN,JAUJA,PARCO,1341,0.4035,68.35,71.43,8.05,434.8,564,392
120000,120400,120426,JUNIN,JAUJA,POMACANCHA,2081,0.2127,68.67,37.51,5.65,137.1,186,641
120000,120400,120427,JUNIN,JAUJA,RICRAN,1788,0.2418,71.42,35.22,5.79,178.2,215,499
120000,120400,120428,JUNIN,JAUJA,SAN LORENZO,2420,0.3981,73.1,57.9,8.54,405.3,574,615
120000,120400,120429,JUNIN,JAUJA,SAN PEDRO DE CHUNAN,916,0.3798,67.34,76.92,8.12,361.9,218,255
120000,120400,120430,JUNIN,JAUJA,SAUSA,2983,0.4703,73.88,58.15,9.24,605.1,703,727
120000,120400,120431,JUNIN,JAUJA,SINCOS,4756,0.3245,68.91,65.02,7.6,258.5,726,1350
120000,120400,120432,JUNIN,JAUJA,TUNAN MARCA,1298,0.332,74.33,54.01,7.13,278.7,297,437
120000,120400,120433,JUNIN,JAUJA,YAULI,1486,0.3998,68.13,80,7.71,414.9,405,379
120000,120400,120434,JUNIN,JAUJA,YAUYOS,9482,0.5048,71.46,77.36,9.65,660.9,2694,2146
120000,120500,120502,JUNIN,JUNIN,CARHUAMAYO,8167,0.3989,70.64,72.46,7.58,413.8,1086,1565
120000,120500,120501,JUNIN,JUNIN,JUNIN,10895,0.4441,69.14,76.56,8.8,512.7,3807,2774
120000,120500,120503,JUNIN,JUNIN,ONDORES,2223,0.387,67.27,58.38,8.84,412.1,617,442
120000,120500,120504,JUNIN,JUNIN,ULCUMAYO,6437,0.2442,68.63,41.43,5,196.6,840,1438
120000,120600,120602,JUNIN,SATIPO,COVIRIALI,5898,0.3054,72.59,50.37,6.84,244.4,935,1001
120000,120600,120603,JUNIN,SATIPO,LLAYLLA,5884,0.2571,72.25,28.53,6.25,212.9,915,1078
120000,120600,120604,JUNIN,SATIPO,MAZAMARI,52088,0.3756,74.82,67.65,6.91,353.8,2979,6934
120000,120600,120605,JUNIN,SATIPO,PAMPA HERMOSA,9386,0.3111,74.81,40.64,6.17,287.8,791,1310
120000,120600,120606,JUNIN,SATIPO,PANGOA,55076,0.2212,73.26,6.49,6.91,252,6804,12985
120000,120600,120607,JUNIN,SATIPO,RIO NEGRO,28054,0.351,73.06,46.59,6.86,361.7,3220,5853
120000,120600,120608,JUNIN,SATIPO,RIO TAMBO,47728,0.2599,78.09,23.09,5.64,230.6,1086,6573
120000,120600,120601,JUNIN,SATIPO,SATIPO,40613,0.4208,71.05,44.01,8.53,559.2,7234,11538
120000,120700,120702,JUNIN,TARMA,ACOBAMBA,13665,0.4018,72.44,70.38,7.93,402,1616,3751
120000,120700,120703,JUNIN,TARMA,HUARICOLCA,3200,0.2404,74.88,35.1,5.76,166.7,482,729
120000,120700,120704,JUNIN,TARMA,HUASAHUASI,15586,0.3163,73.95,39.38,6.06,313,1256,4005
120000,120700,120705,JUNIN,TARMA,LA UNION,3517,0.4301,75.5,63.57,7.62,491.5,702,1233
120000,120700,120706,JUNIN,TARMA,PALCA,6066,0.329,74.55,37.98,6.19,345.4,729,2594
120000,120700,120707,JUNIN,TARMA,PALCAMAYO,9069,0.399,76.36,53.95,6.17,484,740,1549
120000,120700,120708,JUNIN,TARMA,SAN PEDRO DE CAJAS,5807,0.2965,77.94,44.26,6.19,232,654,1548
120000,120700,120709,JUNIN,TARMA,TAPO,6073,0.2295,75.57,29.9,5.04,170.4,622,1270
120000,120700,120701,JUNIN,TARMA,TARMA,48648,0.5,72.3,69.46,9.72,663,13267,15555
120000,120800,120802,JUNIN,YAULI,CHACAPALPA,819,0.421,74.3,83.33,7.08,437.2,308,275
120000,120800,120803,JUNIN,YAULI,HUAY-HUAY,1594,0.5195,76.97,44.68,9.77,831.4,505,206
120000,120800,120801,JUNIN,YAULI,LA OROYA,15726,0.6037,74.75,75.09,10.46,1001.6,7442,3377
120000,120800,120804,JUNIN,YAULI,MARCAPOMACOCHA,1307,0.4493,76.5,53.05,8.03,574.9,146,364
120000,120800,120805,JUNIN,YAULI,MOROCOCHA,4884,0.6311,79.07,59.76,10.13,1196.6,1451,1194
120000,120800,120806,JUNIN,YAULI,PACCHA,1785,0.5148,75.06,66.69,9.34,712.5,591,457
120000,120800,120807,JUNIN,YAULI,SANTA BARBARA DE CARHUACAYA,2191,0.4267,78.11,50.09,7.59,513.9,148,265
120000,120800,120808,JUNIN,YAULI,SANTA ROSA DE SACCO,10976,0.6275,77.94,81.71,10.51,1009.9,3255,1655
120000,120800,120809,JUNIN,YAULI,SUITUCANCHA,976,0.3509,72.61,66.68,7.18,302.2,355,160
120000,120800,120810,JUNIN,YAULI,YAULI,5600,0.6159,75.28,71.83,10.43,1074.9,1261,918
130000,130200,130201,LA LIBERTAD,ASCOPE,ASCOPE,6933,0.4366,74.75,70.9,8.87,451.2,1619,3307
130000,130200,130208,LA LIBERTAD,ASCOPE,CASA GRANDE,31236,0.5388,76.36,74.15,9.79,732.4,6521,11053
130000,130200,130202,LA LIBERTAD,ASCOPE,CHICAMA,15606,0.4789,75.62,72.65,8.65,577.1,3579,5736
130000,130200,130203,LA LIBERTAD,ASCOPE,CHOCOPE,9872,0.5438,75.47,72.73,9.73,774.7,2665,4384
130000,130200,130204,LA LIBERTAD,ASCOPE,MAGDALENA DE CAO,3149,0.5022,76.14,65.08,8.42,700,724,1125
130000,130200,130205,LA LIBERTAD,ASCOPE,PAIJAN,25087,0.4149,74.92,54.31,7.96,471,4236,10210
130000,130200,130206,LA LIBERTAD,ASCOPE,RAZURI,8945,0.4518,74.78,52.48,8.55,583.6,1382,2744
130000,130200,130207,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,20056,0.5256,76.54,79.64,9.61,664.5,5838,6319
130000,130300,130302,LA LIBERTAD,BOLIVAR,BAMBAMARCA,3806,0.1567,80.62,12.05,4.26,105.8,292,743
130000,130300,130301,LA LIBERTAD,BOLIVAR,BOLIVAR,4894,0.1943,75.08,15.96,5.82,136.8,524,1016
130000,130300,130303,LA LIBERTAD,BOLIVAR,CONDORMARCA,2164,0.1847,77.39,28.68,4.82,106.9,335,321
130000,130300,130304,LA LIBERTAD,BOLIVAR,LONGOTEA,2303,0.2815,75.49,36.67,6.25,227.7,400,433
130000,130300,130305,LA LIBERTAD,BOLIVAR,UCHUMARCA,2862,0.2574,77.19,43.73,6.58,161,600,436
130000,130300,130306,LA LIBERTAD,BOLIVAR,UCUNCHA,881,0.1671,79.55,10.36,5.51,111.9,274,60
130000,130400,130401,LA LIBERTAD,CHEPEN,CHEPEN,48318,0.4961,76.83,69.88,9.02,619.6,10557,20829
130000,130400,130402,LA LIBERTAD,CHEPEN,PACANGA,21661,0.3753,76.74,49.2,6.6,405.3,2421,6962
130000,130400,130403,LA LIBERTAD,CHEPEN,PUEBLO NUEVO,14058,0.3997,76.76,58.26,7.29,419.5,2258,5330
130000,131100,131101,LA LIBERTAD,GRAN CHIMU,CASCAS,14461,0.323,72.02,34.34,6.25,358.1,2078,6634
130000,131100,131102,LA LIBERTAD,GRAN CHIMU,LUCMA,6564,0.1733,71.77,16.96,5.52,113.1,385,1769
130000,131100,131103,LA LIBERTAD,GRAN CHIMU,MARMOT (COMPIN),2283,0.2255,70.61,26.37,5,187.6,240,729
130000,131100,131104,LA LIBERTAD,GRAN CHIMU,SAYAPULLO,8094,0.235,74.24,26.65,5.66,179.8,590,2211
130000,130500,130502,LA LIBERTAD,JULCAN,CALAMARCA,6067,0.1808,71.89,34.82,4.56,106.6,1100,1796
130000,130500,130503,LA LIBERTAD,JULCAN,CARABAMBA,6870,0.1571,70.45,20.65,4.11,103.8,1167,2301
130000,130500,130504,LA LIBERTAD,JULCAN,HUASO,7058,0.1515,70.85,14.52,4.06,108.8,1326,1295
130000,130500,130501,LA LIBERTAD,JULCAN,JULCAN,12405,0.1702,70.48,22.32,4.59,111.6,2890,4331
130000,130600,130602,LA LIBERTAD,OTUZCO,AGALLPAMPA,10020,0.1646,73.75,21.52,3.93,110.3,1092,2708
130000,130600,130604,LA LIBERTAD,OTUZCO,CHARAT,2996,0.2212,73.94,27.85,4.72,171.6,410,982
130000,130600,130605,LA LIBERTAD,OTUZCO,HUARANCHAL,5177,0.1824,73.44,16.88,5.11,128.4,484,2214
130000,130600,130606,LA LIBERTAD,OTUZCO,LA CUESTA,708,0.2359,72.12,23.17,4.7,224.2,215,418
130000,130600,130608,LA LIBERTAD,OTUZCO,MACHE,3203,0.1969,76.87,41.9,4.92,106.8,889,1342
130000,130600,130601,LA LIBERTAD,OTUZCO,OTUZCO,26952,0.2992,72.62,46.52,6.13,255.9,5782,10892
130000,130600,130610,LA LIBERTAD,OTUZCO,PARANDAY,727,0.1693,72.5,21.69,4.71,106.7,182,281
130000,130600,130611,LA LIBERTAD,OTUZCO,SALPO,6372,0.2356,73.03,31.6,5.19,181.6,1176,1998
130000,130600,130613,LA LIBERTAD,OTUZCO,SINSICAP,8640,0.1425,75.41,18.52,3.01,102.4,1164,2229
130000,130600,130614,LA LIBERTAD,OTUZCO,USQUIL,27442,0.1508,74.34,16.13,3.72,104.6,3400,7240
130000,130700,130702,LA LIBERTAD,PACASMAYO,GUADALUPE,41985,0.4541,79.37,63.15,8.27,509.9,6164,14551
130000,130700,130703,LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,3735,0.4362,78.84,56.36,7.48,515.3,749,1376
130000,130700,130704,LA LIBERTAD,PACASMAYO,PACASMAYO,27410,0.5302,79.39,74.34,10.41,638.4,7655,10285
130000,130700,130705,LA LIBERTAD,PACASMAYO,SAN JOSE,12144,0.4311,81.5,50.58,7.24,511.6,1898,4886
130000,130700,130701,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,16680,0.5212,78.69,64.64,9.85,679.7,5294,5677
130000,130800,130802,LA LIBERTAD,PATAZ,BULDIBUYO,3868,0.1911,72.55,30.31,5.07,117.2,510,1171
130000,130800,130803,LA LIBERTAD,PATAZ,CHILLIA,13111,0.1343,75.71,7.35,3.76,105.2,1394,3139
130000,130800,130804,LA LIBERTAD,PATAZ,HUANCASPATA,6502,0.1713,78.24,22.69,4.32,104.5,752,1358
130000,130800,130805,LA LIBERTAD,PATAZ,HUAYLILLAS,3061,0.1887,72.15,33.49,5.49,106.4,296,332
130000,130800,130806,LA LIBERTAD,PATAZ,HUAYO,4367,0.1363,70,9.95,3.91,103.3,843,696
130000,130800,130807,LA LIBERTAD,PATAZ,ONGON,1769,0.1607,73.4,20.75,4.07,104.7,187,290
130000,130800,130808,LA LIBERTAD,PATAZ,PARCOY,19941,0.3432,71.53,24.58,7.75,435.4,1015,3949
130000,130800,130809,LA LIBERTAD,PATAZ,PATAZ,8400,0.3184,70.56,23.84,7.28,380.5,679,1953
130000,130800,130810,LA LIBERTAD,PATAZ,PIAS,1422,0.2738,75.22,34.99,4.98,251,418,328
130000,130800,130811,LA LIBERTAD,PATAZ,SANTIAGO DE CHALLAS,2686,0.1518,76.67,9.96,4.42,108.8,382,614
130000,130800,130812,LA LIBERTAD,PATAZ,TAURIJA,3063,0.1744,74.75,25.3,4.7,104.4,437,804
130000,130800,130801,LA LIBERTAD,PATAZ,TAYABAMBA,14554,0.1881,70.96,36.5,5.04,109.1,2289,3409
130000,130800,130813,LA LIBERTAD,PATAZ,URPAY,2943,0.1937,75.14,38.8,4.89,108.9,506,716
130000,130900,130902,LA LIBERTAD,SANCHEZ CARRION,CHUGAY,18480,0.0932,77.4,6.9,2.03,103,1846,4669
130000,130900,130903,LA LIBERTAD,SANCHEZ CARRION,COCHORCO,9274,0.138,72.21,10.04,3.49,110.4,1067,2274
130000,130900,130904,LA LIBERTAD,SANCHEZ CARRION,CURGOS,8548,0.1392,75.88,11.68,3.3,105.6,913,2970
130000,130900,130901,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,59407,0.2489,71.17,38.18,5.63,188.9,7634,22288
130000,130900,130905,LA LIBERTAD,SANCHEZ CARRION,MARCABAL,16227,0.1296,76.99,15.69,2.56,102.6,863,4447
130000,130900,130906,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,14356,0.0936,72.17,3.11,2.47,102.1,1755,3204
130000,130900,130907,LA LIBERTAD,SANCHEZ CARRION,SARIN,9805,0.1468,76.63,19.38,3.06,104.3,650,3118
130000,130900,130908,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,13519,0.1368,71.84,12.13,3.29,106.5,2110,2086
130000,131000,131002,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA,6897,0.3078,79.02,23.08,6.55,322.4,422,1724
130000,131000,131003,LA LIBERTAD,SANTIAGO DE CHUCO,CACHICADAN,7573,0.3015,74.61,26.68,6.54,308.7,886,1909
130000,131000,131004,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEBAMBA,2207,0.29,74.37,45.85,5.42,248.7,190,658
130000,131000,131005,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEPATA,2748,0.2286,77.43,35.52,4.4,167,379,774
130000,131000,131006,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,14475,0.3349,74.82,35,6.76,353.9,1793,3558
130000,131000,131007,LA LIBERTAD,SANTIAGO DE CHUCO,SANTA CRUZ DE CHUCA,3264,0.2021,74.82,19.36,4.54,161.8,324,1048
130000,131000,131001,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,20555,0.2617,73.41,27.88,5.71,232.6,4323,5627
130000,131000,131008,LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,3610,0.1641,78.44,18.42,4.04,106.7,360,859
130000,130100,130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,170108,0.4567,77.35,56.32,8.28,565.7,24863,54858
130000,130100,130103,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,41965,0.4443,77.86,67.19,8.96,456.7,11231,24735
130000,130100,130104,LA LIBERTAD,TRUJILLO,HUANCHACO,59001,0.505,76.31,62.64,9.53,670.7,9692,20374
130000,130100,130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,173163,0.5119,76.88,70.15,9.72,646.5,35107,59130
130000,130100,130106,LA LIBERTAD,TRUJILLO,LAREDO,34976,0.5197,78.23,64.8,8.9,720.1,6812,14007
130000,130100,130107,LA LIBERTAD,TRUJILLO,MOCHE,33187,0.5153,76.41,64.16,9.75,691.8,8122,13419
130000,130100,130108,LA LIBERTAD,TRUJILLO,POROTO,3413,0.321,76.48,48.75,6.34,275.6,575,1809
130000,130100,130109,LA LIBERTAD,TRUJILLO,SALAVERRY,16658,0.461,76.68,69.89,9.61,487.1,3734,4472
130000,130100,130110,LA LIBERTAD,TRUJILLO,SIMBAL,4310,0.3465,76.04,39.12,6.37,374.4,613,2288
130000,130100,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,315410,0.6694,77.45,83.58,12.25,1113.4,119432,105813
130000,130100,130111,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,61845,0.7248,77.86,79.66,11.85,1453.7,20220,19272
130000,131200,131202,LA LIBERTAD,VIRU,CHAO,32933,0.3782,76.1,38.02,6.98,455.4,4185,8232
130000,131200,131203,LA LIBERTAD,VIRU,GUADALUPITO,8260,0.3562,75.55,43.88,6.19,393.7,1019,2118
130000,131200,131201,LA LIBERTAD,VIRU,VIRU,59974,0.3967,75.4,46.85,7.16,470.5,9416,18281
140000,140100,140116,LAMBAYEQUE,CHICLAYO,CAYALTI,16588,0.4664,79.14,69.65,8.26,527.5,2851,6371
140000,140100,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,286105,0.5719,77.11,80.19,11.36,757.5,98775,90619
140000,140100,140102,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,18214,0.4524,77.52,59.91,8.08,541.3,4474,6028
140000,140100,140103,LAMBAYEQUE,CHICLAYO,ETEN,10868,0.417,79.91,61.8,7.42,429.9,2860,4270
140000,140100,140104,LAMBAYEQUE,CHICLAYO,ETEN PUERTO,2247,0.5633,77.49,80.49,11.13,727.7,1099,550
140000,140100,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,184660,0.4631,78.44,69.88,9.27,488.6,37094,61166
140000,140100,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,87369,0.4819,78.28,70.87,9.72,529.3,18955,29861
140000,140100,140107,LAMBAYEQUE,CHICLAYO,LAGUNAS,10119,0.4513,77.72,66.06,8.08,512.1,1913,3094
140000,140100,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,31919,0.381,79.75,58.57,7.54,342,6080,14650
140000,140100,140109,LAMBAYEQUE,CHICLAYO,NUEVA ARICA,2427,0.4363,79.56,70.1,7.78,449.2,663,938
140000,140100,140110,LAMBAYEQUE,CHICLAYO,OYOTUN,10132,0.4193,77.01,57.29,7.07,489.8,1833,2684
140000,140100,140117,LAMBAYEQUE,CHICLAYO,PATAPO,22354,0.4586,78.63,60.88,8.08,547.8,3794,8512
140000,140100,140111,LAMBAYEQUE,CHICLAYO,PICSI,9672,0.3574,78.37,70.12,8.6,253.3,2000,2871
140000,140100,140112,LAMBAYEQUE,CHICLAYO,PIMENTEL,40136,0.5053,77.48,67.27,10.25,609.7,6747,8226
140000,140100,140118,LAMBAYEQUE,CHICLAYO,POMALCA,25020,0.4849,79.53,65.37,8.96,573.5,7499,6308
140000,140100,140119,LAMBAYEQUE,CHICLAYO,PUCALA,9313,0.4093,78.44,69.55,9.02,354.2,1604,3319
140000,140100,140113,LAMBAYEQUE,CHICLAYO,REQUE,14322,0.4941,78.44,70.22,9.57,573.7,3331,5123
140000,140100,140115,LAMBAYEQUE,CHICLAYO,SANA,12476,0.4569,78.07,65.69,8.3,519.7,1727,3006
140000,140100,140114,LAMBAYEQUE,CHICLAYO,SANTA ROSA,12274,0.3434,76.53,58.44,7.51,274.7,1954,4594
140000,140100,140120,LAMBAYEQUE,CHICLAYO,TUMAN,30084,0.5548,78.66,72.28,9.38,792.7,8352,7730
140000,140200,140202,LAMBAYEQUE,FERRENAFE,CANARIS,14260,0.1643,71.31,20.41,3.57,123.8,1876,1974
140000,140200,140201,LAMBAYEQUE,FERRENAFE,FERRENAFE,35046,0.4381,66.72,68.68,9.85,512.8,9153,11389
140000,140200,140203,LAMBAYEQUE,FERRENAFE,INCAHUASI,15483,0.1748,75.27,20.09,4.19,120.5,2393,3369
140000,140200,140204,LAMBAYEQUE,FERRENAFE,MANUEL ANTONIO MESONES MURO,4307,0.3737,68.53,56.37,6.93,428.1,747,1631
140000,140200,140205,LAMBAYEQUE,FERRENAFE,PITIPO,22436,0.3501,67.27,53.9,6.31,398,2512,7889
140000,140200,140206,LAMBAYEQUE,FERRENAFE,PUEBLO NUEVO,13288,0.384,68.78,58.38,8.85,390.3,2707,4845
140000,140300,140302,LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE,1203,0.3288,73.19,32.21,5.95,390.5,341,816
140000,140300,140303,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,9465,0.3856,73.9,65,7.79,366.2,1566,4178
140000,140300,140304,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,16910,0.3989,73.05,52.94,7.7,451.3,3135,5782
140000,140300,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,73252,0.4682,72.43,67.32,9.8,554.8,18216,21882
140000,140300,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,19169,0.3655,74.43,54.37,7.13,358.6,3702,6963
140000,140300,140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,44281,0.2817,73.51,34.62,5.34,267,3456,19241
140000,140300,140307,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,26063,0.4031,73.72,57.62,8.3,422.4,5077,9376
140000,140300,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,39958,0.3172,72.69,41.26,6.31,308.5,8330,14339
140000,140300,140309,LAMBAYEQUE,LAMBAYEQUE,PACORA,7202,0.3773,72.92,56.25,7.76,376.1,1287,3080
140000,140300,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,13315,0.2023,74.63,30.2,4.9,131.2,1858,5026
140000,140300,140311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,14783,0.3674,73.42,57.17,7.77,344,2276,6015
140000,140300,140312,LAMBAYEQUE,LAMBAYEQUE,TUCUME,22540,0.3479,73.67,52.36,6.96,328.2,3014,10311
150000,150200,150201,LIMA,BARRANCA,BARRANCA,67607,0.5291,79.77,67.12,9.5,698,13859,24884
150000,150200,150202,LIMA,BARRANCA,PARAMONGA,23341,0.5481,80,69.2,9.12,776.6,7685,7062
150000,150200,150203,LIMA,BARRANCA,PATIVILCA,18655,0.4959,81.15,59.52,7.98,666.3,3482,6927
150000,150200,150204,LIMA,BARRANCA,SUPE,22031,0.5252,79.56,65.36,8.3,752.7,4007,9170
150000,150200,150205,LIMA,BARRANCA,SUPE PUERTO,11582,0.5476,79.69,70.42,9.14,770.9,2736,3860
150000,150300,150301,LIMA,CAJATAMBO,CAJATAMBO,2506,0.3821,69.68,43.67,7.87,462.6,381,593
150000,150300,150302,LIMA,CAJATAMBO,COPA,910,0.2471,71.5,60.12,5.9,150.2,65,238
150000,150300,150303,LIMA,CAJATAMBO,GORGOR,2563,0.2394,69.63,40.6,7.74,145.3,122,611
150000,150300,150304,LIMA,CAJATAMBO,HUANCAPON,1119,0.3802,72.9,66.72,7.25,370.2,195,326
150000,150300,150305,LIMA,CAJATAMBO,MANAS,1041,0.3541,70.17,31.75,8.21,419.1,164,472
150000,150500,150502,LIMA,CANETE,ASIA,8271,0.5392,78.89,57.74,9.26,816,2947,3574
150000,150500,150503,LIMA,CANETE,CALANGO,2360,0.5387,79.62,72.23,8.57,756.5,533,1060
150000,150500,150504,LIMA,CANETE,CERRO AZUL,7686,0.4678,78.96,27.17,9.41,770.3,1763,2954
150000,150500,150505,LIMA,CANETE,CHILCA,15517,0.5669,79.39,57.43,9.9,900.5,4114,5579
150000,150500,150506,LIMA,CANETE,COAYLLO,1081,0.4915,82.93,88.89,8.03,520.4,429,785
150000,150500,150507,LIMA,CANETE,IMPERIAL,38854,0.5351,81.24,53.72,10.03,757.3,9171,15319
150000,150500,150508,LIMA,CANETE,LUNAHUANA,4791,0.5443,79.4,86.96,8.87,701.1,883,2050
150000,150500,150509,LIMA,CANETE,MALA,32133,0.4958,79.64,35.54,9.9,767.5,8635,10095
150000,150500,150510,LIMA,CANETE,NUEVO IMPERIAL,21735,0.5092,78.49,48.06,9.2,764.6,3932,8416
150000,150500,150511,LIMA,CANETE,PACARAN,1775,0.4693,81.32,40.69,8.93,635.6,369,697
150000,150500,150512,LIMA,CANETE,QUILMANA,14786,0.515,78.82,45.2,9.47,794.8,3391,6114
150000,150500,150513,LIMA,CANETE,SAN ANTONIO,4010,0.5614,78.95,54.31,10.51,875.1,1271,1304
150000,150500,150514,LIMA,CANETE,SAN LUIS,12736,0.493,80.35,31.17,9.04,838.1,2902,5302
150000,150500,150501,LIMA,CANETE,SAN VICENTE DE CANETE,52666,0.5046,79.13,32.74,10.08,838.1,13351,18626
150000,150500,150515,LIMA,CANETE,SANTA CRUZ DE FLORES,2732,0.5158,79.57,42.03,10.1,785.7,939,864
150000,150500,150516,LIMA,CANETE,ZUNIGA,1744,0.6726,78.04,94.44,10.27,1165.5,372,571
150000,150400,150402,LIMA,CANTA,ARAHUAY,747,0.3609,74.49,62.56,7.7,310.6,138,362
150000,150400,150401,LIMA,CANTA,CANTA,2908,0.5206,76.1,73.6,9.71,672.8,993,1326
150000,150400,150403,LIMA,CANTA,HUAMANTANGA,1318,0.3085,74.28,39.35,7.79,251.2,145,474
150000,150400,150404,LIMA,CANTA,HUAROS,842,0.3299,75.9,44.63,8.1,269.4,207,460
150000,150400,150405,LIMA,CANTA,LACHAQUI,932,0.3497,75.01,56.38,7.17,309,191,376
150000,150400,150406,LIMA,CANTA,SAN BUENAVENTURA,532,0.3828,75.15,50.1,8.5,375.2,114,230
150000,150400,150407,LIMA,CANTA,SANTA ROSA DE QUIVES,7390,0.4463,76.29,34.32,7.95,700,1407,2329
150000,150600,150602,LIMA,HUARAL,ATAVILLOS ALTO,817,0.5199,77.45,85.71,8.23,671.4,99,399
150000,150600,150603,LIMA,HUARAL,ATAVILLOS BAJO,1265,0.3954,80.06,54.01,8.74,358,227,439
150000,150600,150604,LIMA,HUARAL,AUCALLAMA,18395,0.5085,79.74,59.77,8.06,727.3,2389,6715
150000,150600,150605,LIMA,HUARAL,CHANCAY,57692,0.5295,79.18,68,9.02,724.4,12439,20721
150000,150600,150601,LIMA,HUARAL,HUARAL,96986,0.5389,79.47,70.04,9.18,739.4,23021,39966
150000,150600,150606,LIMA,HUARAL,IHUARI,2526,0.2403,78.35,39.09,6.38,143.3,312,1114
150000,150600,150607,LIMA,HUARAL,LAMPIAN,460,0.2786,80.83,57.27,7.37,155.8,128,292
150000,150600,150608,LIMA,HUARAL,PACARAOS,586,0.4613,81.37,50.2,8.24,574.8,80,486
